,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
10,10,Ride Around by Mac Miller,Mac Miller,ridin with the window down rollin through the city get the weed goin round and the most dope with me hey simply gettin high like it 1969 ima be grindin til the kid a-hundred-sixty new york atlanta too flyer than santa shoe she bring her camera through im playin crash bandicoot this be the bitch get some cock to serve her ima rape the game no roethlisberger hey above the cloud seein star like la have your girl always comin back like elway ima be rich thats what they tell me so let me start workin with this paper like an essay hey athleticism workin game when im gettin woman the freshest linen like im spittin through your television in a daydream livin while these minute pa me by lean back and hang these nike out the ride just roll the window down turn the system up we just tryna ride around cause we dont give a fuck get a full tank of gas and some shit to smoke hey let just hit the road roll the window down turn the system up we just tryna ride around cause we dont give a fuck get a full tank of gas and some shit to smoke hey let just hit the road rockin khaki color jean and a plain white tee nike watch pow chain spend a day like me hey every day like a movie scene smokin weed eye glue to the computer screen im super duper skeed ridin in the civic just get some speaker now im tryin get it tint every dream vivid talk it how i live it uh up in the air playin quidditch bitch this be once in a lifetime they gon put me in a flight no priceline use to want to be in marvel fightin crime til i realize the boy have the nice rhyme roll the window down turn the system up we just tryna ride around cause we dont give a fuck get a full tank of gas and some shit to smoke hey let just hit the road roll the window down turn the system up we just tryna ride around cause we dont give a fuck get a full tank of gas and some shit to smoke hey let just hit the road,0.4479166666666667,K.I.D.S. (2010),0.0007,0.0007,0.9956,0.0007,0.0007,0.0007,0.0007
11,11,Knock Knock by Mac Miller,Mac Miller,bum ba bum this be gon na feel real good aight most dope everybody please put a thumb in the air hey hey one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey i feel like a million buck but my money dont really feel like i do and from the ground i built my own damn buzz people be amaze i be still in high school but now im out and money what im bout tryna get so much that i cant keep count new kick give me cushion like whoopie keep a smile like an eatn park cookie everything good im white boy awesome up all night johnny carson i aint get a benz no just a honda but tryna get my money like an anaconda real real long cross the country smoke joint in the whip no cop can bust me drive into the stage they applaud and scream all them pretty little girl come and flock with me yeah i rock the beat one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey and i like my rhyme witty all my dime pretty if you get weed you can come fly with me i dont take pity on them silly little hoe milli vanilli but this be really how it go mouth my word dont say shit shh shut up bitch and ride this dick im just play let have a ball all we need be some weed hoe and alcohol hey dont forget it when im wreckin the etiquette for the hell of it smellin it when the l be lit im flyer than a pelican young fresh but im so damn intelligent girl givin brain cause im act like a gentleman in deeper than the water michael phelps be in finna have a party baby you can tell your friend we the type lookin right still settin trend fuck a job ima get these dead president one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey not a day go by when i aint gettin high they wonder why dont i go get myself a job so i can make them buck but i dont give a fuck no i feel great bitch i feel great one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey one two three four some crazy-ass kid gon na knock up on your door so let em in let em in let em in hey,0.37084870848708484,K.I.D.S. (2010),0.1049,0.5395,0.0005,0.0005,0.0005,0.3534,0.0005
12,12,"Mad Flava, Heavy Flow (Interlude) by Mac Miller (Ft. DJ Bonics)",Mac Miller (Ft. DJ Bonics),mad flava heavy flow interlude lyricsmad-f-f-f-flava- ma- ma- ma- ma- mad flava heavy-hea-hea-heavy-hea-hea-hea-hea-heavy-heavy-hea-hea-hea-heavy flow ma-ma-ma-ma-ma-fla-fla-flava he-heavy-he-heavy flow-flow-mad-mad-flava-heavy flow1embed,0.6666666666666666,K.I.D.S. (2010),0.0075,0.0075,0.0075,0.0075,0.9548,0.0075,0.0075
13,13,Kool Aid & Frozen Pizza by Mac Miller,Mac Miller,you know what you know what you know what yeah hey kool-aid and frozen pizza it a work of art i aint talk mona lisa dream of rock crowd see me fill up arena this weed get me laugh like a damn hyena yeah i live a life pretty similar to yours use to go to school hang with friend and play sport every single summer take trip to the shore and that be all gravy but i knew i want more aint ever see a young rapper like moi cant believe they eye swear it just a mirage still get my training wheel in the garage but i aint gon na need those ima go hard go hard so far ive do pretty well for myself couple trophy on the shelf so what else could i want that i dont have yet well a little more cash and my own fast jet so i can go anywhere anywhere anywhere anywhere cali for the kush cause boy i know there plenty there bout to be in music store everywhere but not yet they cant understand my concept ive be climb up the great wall havent have a fall yet these blog get ta know im on next clean conscience good samaritan company send me clothes so im wear them if you didnt know well im from the burgh everything i drop record by big jerm i smoke herb then i make music i dont even talk about it boy i just do it everybody get their own opinion the reason why they feel him you must admit he kill em run off adrenaline wait for the game to wan na let him in so open up the boy a barrel of a smoking gun whether im old or young the chosen one i get a hundred billion flow to come i hope you know the lyric to every single song so when im at a show everyone can sing along my weed bag empty bottle at it last drop im feel like this could be my last shot but many more song to make cousin so why the fuck you bugging haha yeah just some motherfuckin kid we just some motherfuckin kid what we just some motherfuckin kid ayy we just some motherfuckin kid shout to all my fan man we just some motherfuckin kid holdin me down we just some motherfuckin kid and all the homies we just some motherfuckin kid most dope just some mojust somewe just some motherfuckin kid you know what you know what you know what yeah you know what you know what you know what yeah you know what you know what you know what yeah you know,0.4911894273127753,K.I.D.S. (2010),0.0007,0.0007,0.0007,0.0007,0.5425,0.454,0.0007
14,14,All I Want Is You by Mac Miller,Mac Miller,girl i dont wan na share you we could be together but you scar to i aint gon na leave you my people tell me that should but i need you and when i blow i hope you know that i could have any girl i choose but i know a time go by baby all im gon na want be you girl i dont wan na share you share you we could be together but you scar to i aint gon na leave you leave you my people tell me that should but i need you and when i blow i hope you know that i could have any girl i choose but i know a time go by haha baby all im gon na want be you uh look they told me never fall in love it never work out in your favor you way too young and right now thats just human nature you think you love her but you dont think you gon be with her for the rest of your life you prolly wont but on my side shorty just attack me from the blindside use to be a player now im sideline connect like wi-fi mixed like tie-dye she feelin cute wan na wear a little lingerie voila it aint a sexual thing though we be stayin up smokin weed out her window in love with me now she never huntin me down im tryna have it all she aint comin around it like a never-endin chase longer than a marathon see the smile on her face and i cant help but carry on uh i know you love me dont lie dont lie uh but you just get ta be mine cause girl i dont wan na share you share you we could be together but you scar to i aint gon na leave you leave you my people tell me that should but i need you and when i blow i hope you know that i could have any girl i choose but i know a time go by hey baby all im gon na want be you hey hey haha look i know this girl who want the world to call her own goin through these dude like some minute on a phone and once she leave she aint comin back home hit the road forgettin about everybody she know miss hasnt call me in four day but then we hit the bed and she ob with foreplay hey she try and be a lil player think she cute too but ima yank her out the game like a loose tooth when the boy blow i know she worried know she worried about all these girl who approach me actin flirty actin flirty see thats the thing-thing i dont give a fuck i want your heart so baby give it up in this life girl all we can do be try forget that dumb stuff it just you and i we can travel round the world movin through the sky or we can stay right here and youll be mine girl i dont wan na share you share you we could be together but you scar to i aint gon na leave you leave you my people tell me that should but i need you and when i blow i hope you know that i could have any girl i choose but i know a time go by hey baby all im gon na want be you,0.310580204778157,K.I.D.S. (2010),0.0006,0.0006,0.0006,0.9964,0.0006,0.0006,0.0006
15,15,Poppy by Mac Miller,Mac Miller,haha yeah have to do this one one time hello death it seem that we meet again you keep take friend that ill never see again i guess they get ta leave but if we pretend that they never left well we gon see them then never leave our heart never leave our thought a time go by theyll never be forgot life go on though i wish that they be there shit like this never gon na seem fair yeah so can i have a moment of silence for anyone who go from the coldness of violence and i know you wan na see me go to college but im sorry i dont think that ima make it because this world be mine for the takin so when i get famous they gon know what your name be and no one understand what the pain be and how the blood run numb where my vein be id like to thank you cause you make me a man told me to never let it go so im take a stand always in the crowd when i played in the band your grandson be everything i say that i be and maybe i be a little bit over my head but im feel so alone tryna cope with your death hold my breath wish i have one more day wish you could be there when i graduate ugh and it sad to say that no one in this room understand me i know you have to leave so rest in peace but please can you watch over nanny cause she love you and i love you all the prayer im say may bug you but im just check in on what you up to so how they treat you up there too stubborn for a cane way too cool sleep at your house walk me to school thought i be a fool when my grade start slip when i played ball you be always in admission you love me more than ive be love before and thats a type of thing that everyone ignores but not me you get me always and forever poppy time go by go without you hope you know ive be think about you and i know i know i know i know that they take you from your home but youre in my heart so im never gon na be alone time go by go without you hope you know ive be think about you and i know i know i know i know that they take you from your home but youre in my heart so im never gon na be alone,0.3982102908277405,K.I.D.S. (2010),0.0008,0.0008,0.0008,0.0008,0.9657,0.0301,0.0008
16,16,Face in the Crowd by Mac Miller,Mac Miller,yeah we gon start this one like this drive down the road with a couple more mile to go im so close but they dont know get some freaky hoe and weed to blow rock the cleanest clothes my life different from every single kid you know place i go out on my own hoe stay blowing up my phone but i wan na be left alone do show hit four five city in a row hit me with some dough cause they know im bout to blow you can always say no if you wan na lay low girl you look so good you need to get up on the floor dont you feel good dont you feel great i feel so fly and i hope you can relate i get some brand new shoe and a brand new tee it the same old dude but a brand new me ive be up and ive be down thought i be the coolest motherfucker around but im just another face in the crowd i say im just another face in the crowd they tell me it impossible to do it id be stupid if i try but im use a maneuver keep on move em aside im just try to make some music for the ride listen to it when you drive destination you arrive russell crow just a beautiful mind get talent imagine what ill do with some time im give you a high feel move your spine usually find me chill up in jupiter im so happy when you mad khaki let em sag mom say you could see my a and she laugh blindfold on the turnpike hop i dont crash stash the weed under the passenger seat hope these sixteen wheeler dont crash into me people take picture when i pa in the street zoom by dont fasten my seatbelt and now you know how we felt aha dont you feel good dont you feel great i feel so fly and i hope you can relate i get some brand new shoe and a brand new tee it the same old dude but a brand new me ive be up and ive be down thought i be the coolest motherfucker around but im just another face in the crowd i say im just another face in the crowd dont you feel good dont you feel great i feel so fly and i hope you can relate i get some brand new shoe and a brand new tee it the same old dude but a brand new me ive be up and ive be down thought i be the coolest motherfucker around but im just another face in the crowd i say im just another face in the crowd,0.37662337662337664,K.I.D.S. (2010),0.9961,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
17,17,La La La La by Mac Miller,Mac Miller,ahem hey come to you from a packed studio haha haha uh im goin in after hittin this ganja out to dinner with the homies private table at nakama im a new millennium sinatra coppin marijuana from the neighborhood rasta chiefin feastin king of the new school im speakin in tongue try translatin voodoo hold up let me start again undefeated shirt levi and a mr rogers cardigan it a hell of a feelin bein this fresh spit seem to sit upon my lip call it blistex peddlin this medical the presence of a general magazine centerfold they all up on my genitals get the game in the palm of my hand it itchin wylin out well talk to your man he bitchin cause i aint get a lot time for these weirdo talkin shit all up in my earlobe i just live life try and do it right everyone that hear me say the boy be super nice put a bitch up on a flight she gon be here by tonight get some afternoon delight only eat it if it ripe call me stanley steemer i be givin her the pipe and when im outta town she wan na see me so we skype she might get ob and keep callin thirty-thousand foot tom petty free fallin just layin back lettin gravity take it course i wan na tell all of my hater that we make it boy from basement studio to some official shit from stress out all the time to i dont give a shit use to dream about it boy now im livin it 412 it the most dope syndicate have a normal life but now im sick of it try and spend money just to spend and it ridiculous young and so mischievous bitches-es and then uh rell want me to sing a hook like this a-la-la-la-la-la-la-la-la la-la la-la-la la-la a-na-na a-na-na la-la-la-la-la-la-la la-la la-la-la la-la a-na-na a-na-na,0.6160990712074303,K.I.D.S. (2010),0.0009,0.9948,0.0009,0.0009,0.0009,0.0009,0.0009
18,18,Best Day Ever by Mac Miller,Mac Miller,i never take a day off work around the clock my engineer gettin paid off rock like aesop light the weed and take off so high i can not see adolf now i get these rapper all breakin up a sweat cause every time i get up on the mic it come correct and i learn it from the best always dress in somethin fresh lookin for a little dime big butt and nice chest yes they heard i use to rock guess but now im rockin clothes that aint in the store yet travel back in time im in a vortex tryna make it work out think i need more rep use to take a bus now the boy board jet cause kid get me buzzin like a fuckin hornet they say i get next tell them that i get now it all disney boy my family proud make em say ow make em say oh the hoe that tell me yes the same one that tell ya no whoa i aint just an average joe way above the average flow boy my life be most dope uh no matter where life take me find me with a smile pursuit to be happy only laughin like a child i never thought life would be this sweet it get me cheesin from cheek to cheek ayy ayy and i aint gon na wait for nothin cause that just aint my style life couldnt get well this gon be the best day ever if it aint about a dream then it aint about me go a couple full week without a good night sleep imagination makin musical creation the journey that im facin plus the paper that im chasin get me crazy half-insane and with the lame i see you hatin but there nothin that you changin thumb up im maintainin no complainin when it rainin ill be in another zone move out my mother home to a world i call my own i aint gon na play around no more find a difference from the ground and the floor if we get a fight ill be down for the war thumb up homie ill be sure no matter where life take me find me with a smile pursuit to be happy only laughin like a child i never thought life would be this sweet it get me cheesin from cheek to cheek ayy ayy and i aint gon na wait for nothin cause that just aint my style life couldnt get well this gon be the best day ever,0.4568764568764569,Best Day Ever (2011),0.0007,0.0007,0.0007,0.0007,0.996,0.0007,0.0007
19,19,Get Up by Mac Miller,Mac Miller,it bout to be big shit poppin by the time this shit be droppin stoppin not a option im addict it a problem this way of life sex drug rock and roll on the road feelin bless performin for sold-out show you rapper talkin shit what you know bout those what you know bout spittin bar and the whole crowd go yeah it unbelievable these people say i make it throwin down a little henny cant believe that i dont chase it life go on day get brighter im feelin like i come in with my haze no lighter so im lookin for the missin piece goin down in history for rippin beat smooth game sweeter than a krispy kreme you tune into my station hope you listen turn it up and follow on my journey a i live my dream all-natural whole food that lay you back have you straight chillin in a dope mood and some shit be happy like a show tune this a brand new world i can show you yeah some people still have no clue but they can look at all this cheese that i produce in a world i be so happy that go round you up or you down you in or you out you smile or you frown just get up get up get up get up get up get up get up get up in a world i be so happy that go round you up or you down you in or you out you smile or you frown just get up get up get up get up get up get up get up get up hey ayo im fast lane switchin rap game spittin chillin with some sour get a bad dame twistin yeah these people think im goofy say im max they trippin cause life a comedy like my last name griffin livin for the moment blowin potent overload and my swagger call me old spice yeah the kid be so nice smokin in the whip chillin duckin from the po-lice so bright you no light im shinin like a strobe light leave a show with money and i always count my dough twice most dope general and that shit be fo life my mama taught me well so i even treat these hoe right im po-lite workin in my office but no dwight coke-white skinded no light dimness me who i be plain sight for these bitch yeah and i aint even tryna fight with these bitch i dont get time to spend a night with these bitch in a world i be so happy that go round you up or you down you in or you out you smile or you frown just get up get up get up get up get up get up get up get up in a world i be so happy that go round you up or you down you in or you out you smile or you frown just get up get up get up get up get up get up get up get up yeah,0.3875968992248062,Best Day Ever (2011),0.29,0.0007,0.0007,0.7064,0.0007,0.0007,0.0007
